Ligand SMILES,Target Name,Ki (nM),pKi
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)OCc1ccccc1 |r|,Cathepsin S,15.0,7.823908740944319
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CO)CN1CCc2cc(F)ccc12 |r|,Cathepsin S,50.0,7.301029995663981
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCO)CN1CCc2cc(F)ccc12 |r|,Cathepsin S,208.0,6.681936665037238
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)O |r|,Cathepsin S,8.0,8.096910013008056
COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CCS(C)(=O)=O)CN1CCc2cc(F)ccc12 |r|,Cathepsin S,14.0,7.853871964321762
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCCN)CN1CCc2cc(F)ccc12 |r|,Cathepsin S,76.0,7.119186407719209
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCN1CCOCC1)CN1CCc2cc(F)ccc12 |r|,Cathepsin S,7.0,8.154901959985743
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)Cc1ccc(O)cc1 |r|,Cathepsin S,96.0,7.017728766960431
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)CC(=O)OCc1ccccc1 |r|,Cathepsin S,405.0,6.392544976785332
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)CC(O)=O |r|,Cathepsin S,88.0,7.055517327849832
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Cathepsin S,15.0,7.823908740944319
COc1ccc(NC[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Cathepsin S,212.0,6.673664139071248
COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](CN1CCc2cc(F)ccc12)CC(O)=O |r|,Cathepsin S,6.0,8.221848749616356
CCOC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)c1cccc(OC)c1 |r|,Cathepsin S,16.0,7.795880017344075
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Cathepsin K,91.0,7.040958607678906
COc1c(C)cc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1C |r|,Cathepsin K,125.0,6.903089986991944
COc1cc(C)c(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)c(C)c1 |r|,Cathepsin K,131.0,6.882728704344236
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(OC(F)(F)F)cc1 |r|,Cathepsin K,125.0,6.903089986991944
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(Cl)cc1 |r|,Cathepsin K,408.0,6.38933983691012
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(F)cc1 |r|,Cathepsin K,478.0,6.320572103387881
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2ccccc12 |r|,Cathepsin K,310.0,6.508638306165727
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2cc(Cl)ccc12 |r|,Cathepsin K,139.0,6.856985199745905
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2cc(F)ccc12 |r|,Cathepsin K,80.0,7.096910013008056
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Cathepsin K,55.0,7.259637310505756
COc1ccc(NC[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Cathepsin K,337.0,6.4723700991286615
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)OCc1ccccc1 |r|,Cathepsin K,4320.0,5.364516253185088
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)O |r|,Cathepsin K,2750.0,5.560667306169737
COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CCS(C)(=O)=O)CN1CCc2cc(F)ccc12 |r|,Cathepsin K,47.0,7.327902142064283
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCCN)CN1CCc2cc(F)ccc12 |r|,Cathepsin K,10760.0,4.96818772866963
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCN1CCOCC1)CN1CCc2cc(F)ccc12 |r|,Cathepsin K,2150.0,5.667561540084395
COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](CN1CCc2cc(F)ccc12)CC(O)=O |r|,Cathepsin K,460.0,6.337242168318426
CCOC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)c1cccc(OC)c1 |r|,Cathepsin K,184.0,6.735182176990463
COc1ccc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Procathepsin L,26.0,7.585026652029182
COc1c(C)cc(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1C |r|,Procathepsin L,20.0,7.698970004336019
COc1cc(C)c(NCCNC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)c(C)c1 |r|,Procathepsin L,14.0,7.853871964321762
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(OC(F)(F)F)cc1 |r|,Procathepsin L,120.0,6.920818753952375
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(Cl)cc1 |r|,Procathepsin L,92.0,7.036212172654444
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCNc1ccc(F)cc1 |r|,Procathepsin L,62.0,7.2076083105017466
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2ccccc12 |r|,Procathepsin L,88.0,7.055517327849832
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2cc(Cl)ccc12 |r|,Procathepsin L,17.0,7.769551078621726
CC(C)C[C@H](NC(=O)c1cccc(C)c1)C(=O)NCCN1CCc2cc(F)ccc12 |r|,Procathepsin L,11.0,7.958607314841775
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Procathepsin L,1.6,8.795880017344075
COc1ccc(NC[C@@H](C)NC(=O)[C@H](CC(C)C)NC(=O)c2cccc(C)c2)cc1 |r|,Procathepsin L,75.0,7.1249387366083
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)C(C)C |r|,Procathepsin L,150.0,6.823908740944319
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CC(C)C)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,1800.0,5.7447274948966935
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)Cc1ccccc1 |r|,Procathepsin L,9200.0,5.036212172654444
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](COCc1ccccc1)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,380.0,6.42021640338319
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CSCc1ccccc1)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,5040.0,5.297569463554475
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)OCc1ccccc1 |r|,Procathepsin L,2.0,8.698970004336019
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CO)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,15530.0,4.808828544271441
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCO)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,1800.0,5.7447274948966935
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)[C@@H](C)O |r|,Procathepsin L,20.0,7.698970004336019
COc1cccc(c1)C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@@H](CCS(C)(=O)=O)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,19.0,7.721246399047171
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCCN)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,42.0,7.376750709602099
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@@H](CCN1CCOCC1)CN1CCc2cc(F)ccc12 |r|,Procathepsin L,5.0,8.301029995663981
COc1cccc(c1)C(=O)N[C@@H](CCC1CCCCC1)C(=O)N[C@H](CN1CCc2cc(F)ccc12)Cc1ccc(O)cc1 |r|,Procathepsin L,3410.0,5.467245621007502
CCOC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC(C)(C)C)NC(=O)c1cccc(OC)c1 |r|,Procathepsin L,1754.0,5.7559704109699785
COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1 |r|,Cathepsin S,29.0,7.5376020021010435
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1 |r|,Cathepsin S,94.0,7.026872146400302
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cc(F)ccc3o2)cc1 |r|,Cathepsin S,197.0,6.705533773838407
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccc(F)cc3o2)cc1 |r|,Cathepsin S,43.0,7.366531544420414
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccc(Cl)cc3o2)cc1 |r|,Cathepsin S,93.0,7.031517051446065
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cc(Cl)ccc3o2)cc1 |r|,Cathepsin S,173.0,6.761953896871205
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Cathepsin S,19.0,7.721246399047171
COC(=O)c1ccc2nc(N[C@@H](CC3CCCCC3)C(=O)NCCNc3ccc(F)cc3)oc2c1 |r|,Cathepsin S,43.0,7.366531544420414
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Cathepsin S,1.0,9.0
C[C@@H](CNc1ccc(cc1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,11.0,7.958607314841775
C[C@@H](CNc1cccc(c1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,26.0,7.585026652029182
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,15.0,7.823908740944319
C[C@@H](CN1c2ccc(F)cc2CC1(C)C)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,15.0,7.823908740944319
C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,3.0,8.522878745280337
C[C@@H](CN1C(=O)Cc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin S,12300.0,4.910094888560602
Fc1ccc2N(CCNC(=O)[C@H](CC3CCCCC3)Nc3nc4ccccc4o3)CCc2c1 |r|,Cathepsin S,222.0,6.653647025549361
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1 |r|,Cathepsin S,26.0,7.585026652029182
Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)[C@H](CC3CCCCC3)Nc3nc4ccccc4o3)CCc2c1 |r|,Cathepsin S,5.0,8.301029995663981
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin S,151.0,6.82102305270683
CS(=O)(=O)CC[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin S,21.0,7.6777807052660805
OC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1 |r|,Cathepsin S,12.0,7.920818753952375
OC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin S,27.0,7.568636235841013
CCOC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin S,71.0,7.1487416512809245
CC(C)(C)OC(=O)C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin S,730.0,6.136677139879544
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Cathepsin K,4560.0,5.341035157335565
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Cathepsin K,286.0,6.543633966870957
C[C@@H](CNc1ccc(cc1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin K,1050.0,5.978810700930062
C[C@@H](CNc1cccc(c1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin K,2130.0,5.671620396561262
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin K,14700.0,4.8326826652518236
C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Cathepsin K,3710.0,5.430626090384954
Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)[C@H](CC3CCCCC3)Nc3nc4ccccc4o3)CCc2c1 |r|,Cathepsin K,16700.0,4.777283528852417
CS(=O)(=O)CC[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Cathepsin K,4870.0,5.3124710387853655
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cc(F)ccc3o2)cc1 |r|,Procathepsin L,8370.0,5.07727454200674
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccc(F)cc3o2)cc1 |r|,Procathepsin L,9040.0,5.043831569524636
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccc(Cl)cc3o2)cc1 |r|,Procathepsin L,7460.0,5.127261172527331
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cc(Cl)ccc3o2)cc1 |r|,Procathepsin L,11800.0,4.928117992693875
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Procathepsin L,541.0,6.266802734893431
COC(=O)c1ccc2nc(N[C@@H](CC3CCCCC3)C(=O)NCCNc3ccc(F)cc3)oc2c1 |r|,Procathepsin L,1730.0,5.761953896871205
COc1ccc(NC[C@H](C)NC(=O)[C@H](CC2CCCCC2)Nc2nc3cccc(Cl)c3o2)cc1 |r|,Procathepsin L,24.0,7.619788758288394
C[C@@H](CNc1ccc(cc1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Procathepsin L,108.0,6.966576244513051
C[C@@H](CNc1cccc(c1)S(C)(=O)=O)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Procathepsin L,199.0,6.701146923590294
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Procathepsin L,849.0,6.071092309756048
C[C@@H](CN1c2ccc(F)cc2CC1(C)C)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Procathepsin L,4670.0,5.330683119433888
C[C@@H](CN1CC(C)(C)c2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2cccc(Cl)c2o1 |r|,Procathepsin L,123.0,6.910094888560602
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1 |r|,Procathepsin L,2830.0,5.548213564475709
Fc1ccc2N(C[C@H](COCc3ccccc3)NC(=O)[C@H](CC3CCCCC3)Nc3nc4ccccc4o3)CCc2c1 |r|,Procathepsin L,1490.0,5.826813731587726
C[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Procathepsin L,9670.0,5.014573525916998
CS(=O)(=O)CC[C@@H](CN1CCc2cc(F)ccc12)NC(=O)[C@H](CC1CCCCC1)Nc1nc2ccc(Cl)cc2o1 |r|,Procathepsin L,369.0,6.432973633840939
Fc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)cc1 |r|,Cathepsin S,1368.0,5.863913902615902
Fc1ccc(NCCNC(=O)C[C@@H](CC2CCCCC2)C(=O)N2CCOCC2)cc1 |r|,Cathepsin S,1721.0,5.76421912967244
FC(F)(F)Oc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)cc1 |r|,Cathepsin S,194.0,6.7121982700697735
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,28.0,7.552841968657781
CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,16.0,7.795880017344075
CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,13.0,7.886056647693163
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,11.0,7.958607314841775
FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)cc1 |r|,Cathepsin S,18.0,7.7447274948966935
FC(F)(F)Oc1ccc(NC[C@@H](NC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)c2ccccc2)cc1 |r|,Cathepsin S,62.0,7.2076083105017466
CS(=O)(=O)CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,5.0,8.301029995663981
CS(=O)(=O)CC[C@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,69.0,7.161150909262744
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,31.0,7.508638306165727
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,38.0,7.42021640338319
CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,12.0,7.920818753952375
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,95.0,7.022276394711152
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin S,11.0,7.958607314841775
FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@H](CCC2CCCC2)CC(=O)N2CCOCC2)cc1 |r|,Cathepsin S,20.0,7.698970004336019
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)CC(C)(C)C |r|,Cathepsin S,408.0,6.38933983691012
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCC(C)(C)C)CC(=O)N1CCOCC1 |r|,Cathepsin S,70.0,7.154901959985743
CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin S,60.0,7.221848749616356
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin S,27.0,7.568636235841013
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin S,14.0,7.853871964321762
FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@@H](CC(=O)N2CCOCC2)c2ccccc2)cc1 |r|,Cathepsin S,37.0,7.431798275933005
FC(F)(F)Oc1ccc(NC[C@@H](NC(=O)[C@@H](CC(=O)N2CCOCC2)c2ccccc2)c2ccccc2)cc1 |r|,Cathepsin S,261.0,6.583359492661719
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)c1ccccc1 |r|,Cathepsin S,25.0,7.6020599913279625
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)c1ccc(F)cc1 |r|,Cathepsin S,24.0,7.619788758288394
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)c1ccc(Cl)cc1 |r|,Cathepsin S,21.0,7.6777807052660805
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,24290.0,4.614572485194869
CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,907.0,6.042392712939905
CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,557.0,6.254144804826271
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,995.0,6.002176919254275
FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@H](CC2CCCCC2)CC(=O)N2CCOCC2)cc1 |r|,Cathepsin K,1480.0,5.8297382846050425
CS(=O)(=O)CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,260.0,6.585026652029182
CS(=O)(=O)CC[C@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,5410.0,5.266802734893431
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,3706.0,5.431094585017121
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,1140.0,5.943095148663527
CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,217.0,6.663540266151471
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCC1CCCCC1)CC(=O)N1CCOCC1 |r|,Cathepsin K,3706.0,5.431094585017121
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)CC(C)(C)C |r|,Cathepsin K,2331.0,5.632457726479423
CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin K,291.0,6.536107011014093
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin K,184.0,6.735182176990463
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CCCc1ccccc1)CC(=O)N1CCOCC1 |r|,Cathepsin K,2117.0,5.674279141980588
FC(F)(F)Oc1ccc(NC[C@H](CCc2ccccc2)NC(=O)[C@@H](CC(=O)N2CCOCC2)c2ccccc2)cc1 |r|,Cathepsin K,710.0,6.1487416512809245
FC(F)(F)Oc1ccc(NC[C@@H](NC(=O)[C@@H](CC(=O)N2CCOCC2)c2ccccc2)c2ccccc2)cc1 |r|,Cathepsin K,10540.0,4.977159389123472
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)c1ccccc1 |r|,Cathepsin K,11530.0,4.938170692705301
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@@H](CC(=O)N1CCOCC1)c1ccc(F)cc1 |r|,Cathepsin K,11530.0,4.938170692705301
C[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Procathepsin L,18900.0,4.723538195826756
CC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Procathepsin L,267.0,6.573488738635425
CCC[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Procathepsin L,285.0,6.54515513999149
CC(C)[C@@H](CNc1ccc(OC(F)(F)F)cc1)NC(=O)[C@H](CC1CCCCC1)CC(=O)N1CCOCC1 |r|,Procathepsin L,193.0,6.714442690992226
